"Precinct","Shape_Leng","Shape_Area","R_CrimeCount","R_MedianDiff","R_MeanDiff","R_SDDiff","R_1DAY","R_1WEEK","R_1MONTH","R_MONTHS","NR_CrimeCount","NR_MedianDiff","NR_MeanDiff","NR_SDDiff","V1","pop.total","pop.male","pop.u20","pop.20.64","pop.married","pop.white","pop.black","pop.native","pop.asian","pop.pacific","pop.latino","occupants.1.5","rent.35.income","occ.units","pop.single.hh","hh.size","no.school","poverty","med.income","pop.no.insur","pop.unempl","lan.english","lan.spanish","lan.yiddish","lan.russian","lan.polish","lan.armenian","lan.hindi","lan.chinese","lan.vietnamese","lan.arabic","lan.hebrew","lan.african","city","x","y","crime.cap"
"14",20974.7092434,20510163.8342,22,2,867.590909090909,2769.69162215186,0.454545454545455,0.772727272727273,0.772727272727273,0.227272727272727,64860,0,26.0351063829787,2484.35771976926,8,24467.5406506239,50.4073049015608,9.20386970089155,80.0475194786662,17.3187989725229,67.831583370141,6.67860167017966,0.576741495313386,25.5260036725842,0.186584641331925,10.2733966951711,2.40559613847112,36.7534092661847,2324.5542745993,29.9256387020355,1.68584589174659,4.58820598696861,14.1839239386752,101501.578227319,2.44862455916059,3.92139902751138,62.9854127899164,8.53203010553797,0.00815599159450508,0.00815599159450508,0.609557030024565,0.0247593959309165,1.15190780368191,5.44306944168149,0.220151329552556,0.39591487714336,1.44536464486802,0.434531033033171,1,-73.88777595,40.81344744,2.65175813648216
"17",26622.0028113,22269687.0466,27,1,828.037037037037,2886.10542055821,0.555555555555556,0.703703703703704,0.777777777777778,0.222222222222222,19219,0,19.5775014308757,313.686190626228,9,62635.715558731,45.5224116461581,9.43079547389455,71.7862651039314,24.0198587231438,77.3154144567499,4.36605239067541,0.30629463570315,19.8024806587057,0.0589126790307524,6.51474031251794,1.9830097842882,35.0032823398955,4122.67945706174,29.6936805192915,1.6639813435327,1.86646929263981,6.87225986927836,115171.003199273,3.67214730784252,2.61836496277277,70.4156406210723,3.96078281927667,0.0185388605442666,0.0185388605442666,0.178427719524668,0.0686554534860225,0.569834853782017,4.33932104096301,0.0504014139426173,0.585800361194333,0.964517824101756,0.29227581051434,1,-73.8986401,40.83255501,0.307268781530145
"18",42179.9057771,32280333.9033,29,17,319.448275862069,680.283007610325,0.344827586206897,0.482758620689655,0.586206896551724,0.413793103448276,48416,0,34.6811178122935,2882.43053849861,10,49948.0591701922,52.0851380679807,7.40758752282391,78.4679222622458,18.6550522994118,72.8114404210827,6.37881996005716,0.974575719718422,17.9544465912547,0.176203754427015,14.8132256622567,2.51384968489351,35.5864180228983,3491.70235878924,28.3788641624734,1.67814528133702,4.76484594092453,10.9193845073393,101438.809978316,1.00703156680751,3.93022184888935,65.1244670969638,12.1225181975946,0.0304560383163983,0.0304560383163983,0.550398836199031,0.079061838873347,0.950425632715108,4.12518017194165,0.312321488543828,0.635341390008473,0.533517114294755,0.302352055423725,1,-73.86152235,40.8247404,0.969907556065978
"19",30152.6566315,48744682.0537,42,2.5,157.904761904762,425.494765639399,0.452380952380952,0.571428571428571,0.666666666666667,0.333333333333333,37161,0,49.6996851537903,3277.909404903,11,189948.463091965,43.7968734625206,15.3729722839198,64.606234632684,28.2427833882797,87.3581805582594,3.05657173773435,0.326646717726112,10.1319975082537,0.10277677671083,8.06483397488487,1.27114521698894,32.2720084812236,4777.36338518736,22.5208814905405,1.90402160091358,1.97573418215654,6.11763931918899,122542.86048364,2.94562326848772,2.69779362369338,71.6716702163048,5.74869824184413,0.0224479497222361,0.0161342813237689,0.166692722658551,0.042116687025184,0.321262014699039,1.85871398554291,0.0539147126530805,0.349708114147993,0.693216844932386,0.0862480493319022,1,-73.92079809,40.83380528,0.19585838913573
"20",27040.9943824,27671000.1457,30,1,97.2,461.75007421167,0.533333333333333,0.733333333333333,0.9,0.1,24017,0,55.9150185285423,3349.5058970782,12,76526.6363721345,47.2883246925277,15.6258979168259,68.5434149659814,27.0012083143194,86.570948372122,3.97614706318038,0.464663460842215,11.7761456465653,0.094891728324072,9.43420785167283,1.32535041280811,32.0509863713337,4265.39699179494,19.8374005748764,1.93168151483926,3.12832269890132,7.16334850483865,127750.837164439,1.15599112964203,3.23908671136617,72.3155461324258,6.20289004018248,0.161071520207661,0.161071520207661,0.587064243966753,0.161323649938141,0.475844443555771,2.31208629079644,0.0604306678220642,0.389462711695585,1.40339035972268,0.043378708703797,1,-73.81679081,40.84885248,0.314230458046843
"22",32701.3491697,38301388.6636,NA,NA,NA,NA,NA,NA,NA,NA,2363,0,8.57723233178163,235.817565229448,13,86.6625680183851,43.9498779501578,18.9805962922301,62.4985787133275,25.1668545445488,72.7871742131592,14.487762172739,0.374002617263478,13.4588614711364,0.0119134561252466,12.7583371073648,1.06390732447277,27.6833237877156,2484.73308582446,15.426262211651,1.71415425248445,3.82932109670822,13.3676614180161,131547.610780266,0.707481244675265,4.6228731895975,59.1974801506811,11.8095699681187,0.351260345089259,0.342874101908443,0.24125699867113,0.778760002239779,0.475981999556676,3.30239293068347,1.17499110315123,1.31080957319689,1.30862404807599,0.310408729401078,1,-73.90957378,40.85274739,NA
"23",19438.1120876,21467730.8345,85,6,601.988235294118,1491.87081732107,0.376470588235294,0.517647058823529,0.6,0.4,37976,0,20.8956709500737,1880.80215166569,14,67723.3878510702,46.0285949111799,22.5346549832624,66.1321118626779,14.9431408755461,40.5100925109146,27.2062144494238,1.01849855214378,10.5731550115293,0.30437156815715,46.3018167670089,3.00972808837601,38.9249346663277,2488.58461336899,20.498937904579,2.33036327701146,22.6288578737184,28.1455534470454,40071.7813890702,4.90669670203725,6.09566037302029,41.5031753646374,39.4161960770551,0,0,0.159062475002843,0.0163342561157056,0.382196664541204,3.767886728842,0.0118987500876576,0.15667823588312,0.236986823040303,0.402510887853489,1,-73.85232388,40.88693601,0.562006733681126
"24",20706.9190759,25479873.3684,40,3,105.125,279.005853031152,0.375,0.65,0.75,0.25,28266,0,14.4095733389938,195.179084205647,15,82846.6256749468,44.2534604668399,18.1304209299699,63.1579476285491,24.6267745310924,67.6637624996504,15.8082304965544,1.50266265639768,9.83493738498309,0.338965880084145,23.8233226011334,1.59100338194593,34.7126139919198,4302.61062783011,16.9524438524962,2.17262210422624,10.8975035316781,15.3995013870921,82189.6482120977,1.72172144539876,4.8523456393655,60.441800067057,18.6932573732155,0.193636832877996,0.193636832877996,0.197011761845226,0.124325458557954,0.373565343781262,2.54563722643091,0.0285964405662972,0.47346348966181,1.5819877027987,0.133976315240507,1,-73.8876233,40.849877,0.341667506303276
"25",52199.0073784,44793124.9642,92,21.5,470.478260869565,1152.83334173155,0.326086956521739,0.423913043478261,0.521739130434783,0.478260869565217,41421,0,20.8774051809469,1802.33808704047,16,43120.5130323472,48.0958318150309,25.3415249603769,62.58514286389,12.7879702175299,22.7691244508088,47.5640510954088,1.60961313659576,6.16315859871751,0.263557164151214,43.2337136400929,4.35247121643709,36.7601453018414,2141.48910611863,17.5994705445611,2.3115916626367,28.9688273226655,39.9710357135339,28242.0254533699,2.52115207431613,5.04311278842171,47.9578993309898,35.8332577469004,0,0,0.0107424713993754,0,0.0742032670125651,1.35831444342569,0.0781241722116465,1.02072312970022,0.0238440981927712,1.21139433547891,1,-73.85372729,40.85609293,0.962720456708358
"26",23938.4970908,23836014.4494,44,3.5,241.204545454545,690.297393933862,0.363636363636364,0.568181818181818,0.613636363636364,0.386363636363636,18541,0,13.157111266922,296.349358627528,17,34736.6216589399,45.6514328788569,22.3397440622252,66.7763990354802,13.6049711975887,45.7771929550833,26.4405513877231,1.6905262638105,14.6617243027963,0.149214271058969,26.3008831833668,2.50330918761052,43.7797521419916,2056.9546637832,20.0772295882157,2.27796709538552,12.9337024140391,28.0663314305847,52521.9653054626,2.96714642352461,2.62266106099078,57.5231420941407,20.1856665581961,3.14659735203099e-05,3.14659735203099e-05,0.079093683236231,0,0.826451079273538,5.99981520739407,0.171226664345783,0.622087703752243,0.739986758265486,1.34105499833315,1,-73.90046484,40.89245022,0.535026122645894
"28",17098.9870878,15289544.596,57,2,219.824561403509,601.581965760961,0.491228070175439,0.596491228070175,0.684210526315789,0.315789473684211,31462,0,9.70335642997902,144.800377010348,18,53339.4821102684,47.1000620534417,22.3014435046148,68.9559078239147,15.0116495995879,26.976524835445,58.7139956039901,0.847283084780871,6.07323955425059,0.376079749389838,19.9095294448813,1.88239779058504,36.3157286019824,2224.39421778439,20.4708687169033,2.28008119299209,17.4331633660046,27.7841250693003,52545.6210980219,1.58898978577367,4.8344533335882,61.5288872670446,15.0380191496983,0.0112280469613622,0.0112280469613622,0.0562817778376292,3.06515081718505e-05,0.29905766913379,1.66973876255574,0.106719999044494,0.311309531435016,0.371050427520179,2.22468953499002,1,-73.88634903,40.86636771,0.590913123881498
