"basiccar","pop.total","pop.male","pop.u20","pop.20.64","pop.married","pop.white","pop.black","pop.native","pop.asian","pop.pacific","pop.latino","occupants.1.5","rent.35.income","occ.units","pop.single.hh","hh.size","no.school","poverty","med.income","pop.no.insur","pop.unempl","lan.english","lan.spanish","lan.yiddish","lan.russian","lan.polish","lan.armenian","lan.hindi","lan.chinese","lan.vietnamese","lan.arabic","lan.hebrew","lan.african","city","x","y","R_MeanDiff","NR_CrimeCount","R_CrimeCount","R_MedianDiff","R_SDDiff","R_1DAY","R_1WEEK","R_1MONTH","R_MONTHS","crime.cap"
"11A51",17494.5623766811,56.3944898470325,18.1280797189513,81.1561094728395,25.1959164276126,57.4703306226124,5.86530368439492,1.87265263506825,23.0763996244614,0.597257334556693,48.4266973030355,15.1670183928666,53.7712365037838,1468.87924755904,25.411632314277,3.13235738849908,26.2447155675526,26.4888905836275,47620.8347202484,7.0806119903236,6.98215831510966,37.1043625539564,44.798815975739,0,0,0.132970942688467,10.9379682410718,0.577706493775961,1.63882309649041,0.152803454532868,0.398617394238837,0.272199119443497,0.266496454784877,1,-118.62981453,34.16699188,36.3529411764706,7123,17,1,100.213485355309,0.256410256410256,0.307692307692308,0.384615384615385,0.0512820512820513,0.408126813707388
"11A71",29817.7803586144,51.9613379669915,16.1100348538851,71.6340662400911,21.2895827588971,76.3815038839904,3.35421156223374,0.55316598288566,16.7767583660311,0.364081703752962,26.5980730994173,2.78750583075616,35.217349284371,1806.09324422574,22.9492120614149,2.32213808798612,8.62524621676297,11.3390436361753,89501.7193538222,2.38298345643495,5.53765460591502,56.4058539516172,20.7073888761421,0,0,0.0553583372255037,1.14894936395123,0.00175160847778258,2.33285466458637,0.198856656512697,0.262275243466913,0.445762085050704,0.00631535515771816,1,-118.37454328,34.18818153,202.95,7882,20,4,434.320700695502,0.157894736842105,0.315789473684211,0.342105263157895,0.184210526315789,0.265009665540618
"11A89",36429.9309195272,50.3882779002951,25.0947168732932,63.4164654810042,20.3589846314304,51.8884160530638,3.06441436128369,2.33591077940646,15.692570326129,0.182701198756576,70.444246974446,6.5473707883883,55.9421019829086,1096.13744632845,16.7324646560878,3.38137671980612,36.9109007343602,22.3764919010489,47578.3437659142,6.20764223834692,6.70020400204005,22.6276003944705,58.7167065186477,0.0218719625550413,0.0218719625550413,0.0220200549620784,0.211494171592378,0.0314882178917245,3.65010033493404,0.506547696672229,0.035470665801592,0.0414718059811214,0.00115811164724091,1,-118.39943057,34.18207072,127.739130434783,8444,23,2,451.562964238584,0.224489795918367,0.306122448979592,0.326530612244898,0.142857142857143,0.232418777260473
"11A95",17628.9219439311,51.1410642339831,18.3872198950252,69.837507651418,21.1491660301345,58.5896062898236,2.54298829370611,2.724304378491,19.1654680447134,0.212021220222308,50.4776229505087,3.76403877768854,42.7432908607912,1379.93391990457,20.5280147550183,2.76791914609094,22.4090370572045,16.6830183340535,59776.4056258839,6.56812175750965,4.11920130254266,36.5802193412733,41.5505445275891,0.00211295271818118,0.00211295271818118,0,0.059432173221974,0.0135984495453774,4.92291261599428,1.14281708546599,0.177150727866726,0.152996485180193,0.259144622077777,1,-118.37210573,34.17189075,73.1538461538462,4553,13,2,166.429587791077,0.214285714285714,0.321428571428571,0.321428571428571,0.142857142857143,0.259006195303501
"12A15",20504.9136497476,48.2459369156277,34.0617585337004,58.5181247371838,13.9493983213899,28.3183503452576,23.2695554914986,0.573370954226581,1.15010307632389,0.0877616440960197,74.948854601203,10.098667319162,65.7432581013692,1459.36981464657,15.0772660325608,3.99088755291667,45.7189530854051,36.0491921796211,28355.4837375832,5.90521425528911,6.73752199475708,24.9978439618957,67.4368992042518,0,0,0,0,0.150161137606159,0.0098477981359454,0.0775052768596355,0.000154973218373539,0,2.64119149805641e-06,1,-118.45384892,34.17514953,106.925,8613,40,3,253.945217946605,0.181818181818182,0.298701298701299,0.363636363636364,0.155844155844156,0.421996412557754
"12A3",19320.3839499202,51.4765369357897,26.5249103939703,64.0169279712482,16.0963769112785,24.5575975004888,34.647236197842,0.782494013705664,0.972344964356251,0.619788319344968,63.4159703244662,7.74628281029101,66.4297431749305,1428.35542939747,16.7104968423382,3.71954084447889,41.5524947278331,29.790986725711,35046.1451241223,11.5090992687511,6.50395547997094,36.0456182883823,52.4181878376887,0,0,0,0,4.43834117866123e-06,0.23856989822933,1.80916952376578e-05,0,0,0.372563573416372,1,-118.45344511,34.20690027,250.232558139535,8062,43,2,579.109408086051,0.2,0.294117647058824,0.352941176470588,0.152941176470588,0.419505120654369
"12A31",13563.6241124517,46.38043042014,21.3615612547921,63.2195770547233,18.5855949017139,18.9777429902992,60.9771782731691,0.67613794368397,2.33145276744249,0.00238562220536273,33.3960989990214,1.54182829538633,65.4107079357327,1657.37623841895,13.512503646797,2.67209335435516,20.073209419514,20.6071144616927,47330.5193360791,9.35981062635481,9.6834579182011,63.8292271599244,28.9665489424957,0,0,0,0.000316908520752087,0.00185457107541507,0.000307842491202169,7.05356483902957e-06,0.00593051347128806,3.9358844377804e-05,0.810988935219371,1,-118.21108054,34.13437544,63.3,6145,20,2,132.107253077904,0.19047619047619,0.333333333333333,0.380952380952381,0.0952380952380952,0.454524539229924
"12A45",20503.3109158266,52.1670927151252,31.5678826741223,67.9980112040347,18.1643551280839,29.6640193336659,43.6536921838355,0.99561317021181,1.36204200898572,0.0489385790039361,64.3836393029154,3.85145122596173,76.8579954417285,1423.93615388424,15.6805505649841,3.6580375971508,38.4451355555104,27.1296465215817,38058.7407449765,7.47236219352154,7.65056841461385,40.7237066529098,59.8442841157221,0,0,0,0,0,0.00537414167462961,0.15566779679084,0,0.0375454808121647,0.31118581507922,1,-118.2295359,34.10541507,75.2222222222222,10256,36,1.5,237.773615154188,0.225,0.325,0.3625,0.0875,0.501967708642391
"12A49",12981.7636793779,58.9047801450513,40.1403528840279,72.524632068822,18.5218799008549,34.9654662842609,29.391095247753,1.92981551705585,0.61808877944652,0.00044041321224587,93.4191554521264,10.76334712561,80.6940340828224,1236.23898503042,18.149530692424,4.30826604990331,57.9695200749429,44.8550456725442,34173.2397139563,8.08486310978811,7.35310326619619,31.3006368825313,79.3442604195789,0,0,0,0.102191499385861,0.000762556388495419,0.0937870760154899,0.000393577490836345,0,0,0.084395165601385,1,-118.34576182,34.09964892,162.96875,8585,32,1.5,467.23092890713,0.235294117647059,0.294117647058824,0.352941176470588,0.117647058823529,0.663777296584784
"12A51",16599.8871179086,45.6905342852103,24.8678451922288,62.3495268698103,17.1751723216809,22.8903675709776,54.6820958979772,1.39639065068882,1.34305963717929,0.745405223271244,42.7897549278253,1.7968056670711,69.6839167089413,1360.4074572025,16.0250603831163,2.69117594716305,27.1528747649064,26.2048043696711,31379.1029402469,7.73953295676288,8.07288270306472,55.3138817518015,35.5886080571636,0.048077778438006,0.048077778438006,0,0.00155208599829085,0.00602243560524608,0.000338582149428773,1.50927800824256e-06,0.000168536435710265,1.05649460576979e-05,1.38152558557443,1,-118.32364313,34.09569107,156.675675675676,8229,37,3,363.409246966531,0.202702702702703,0.297297297297297,0.337837837837838,0.162162162162162,0.497955193386967
"12A53",12096.1271647973,45.5929011209521,25.5382511713766,63.3898439957258,16.695569948407,15.6216023857061,75.9887232817932,0.985714177023715,1.81975302676375,1.49979170666251,27.1693398916425,2.86855620402664,66.348691086384,1509.17779946714,12.5348935128223,2.91198976025864,21.5641723689123,22.4807986076333,41242.1294932871,13.7415507277293,8.44642868526785,75.533017066607,24.7572118013871,2.37796035806314e-05,2.37796035806314e-05,0,0,0,6.26313749036644e-06,6.26313749036644e-06,0.300071439360802,8.70760183566495e-05,0.0518654020547361,1,-118.42923221,34.04407444,87.1282051282051,8893,39,1,248.763804640718,0.238636363636364,0.318181818181818,0.340909090909091,0.102272727272727,0.738418162963292
"12A57",13657.5093016927,47.9507024507894,36.233477751407,59.5428342227062,12.743993873612,26.8102497380523,22.3448412023082,1.87796683197167,0.71470594360512,0.00041952252868583,76.8215994092402,7.95730524447322,65.6581666861916,882.2076329783,17.7975470847681,4.08855821603757,49.3144073246695,43.8069903593082,28626.7224305483,9.84313972815443,9.49517795871404,20.2873205672775,65.8591974825251,0,0,0,0,0,0.395530674696881,0,0.000884581614225127,0.0364254134117321,0.000121421005954733,1,-118.20878275,34.06863335,62.037037037037,7551,27,5,123.246620013408,0.207547169811321,0.283018867924528,0.339622641509434,0.169811320754717,0.554859589153696
"12A67",17518.287441869,46.6215730427187,37.875096656525,55.9781323635711,13.0997550775744,23.4105173348169,26.4454493135764,0.113461119823923,0.262849148890175,0.111489575051355,72.9174891674676,10.9571477561432,65.1760172390951,1153.57700693723,12.892328726601,3.94876069958328,48.6312118920098,44.8397433296673,26825.9890499753,9.78004738793207,6.5497117350442,26.4250662151509,60.6158528572738,0,0,0,0,0,0.000818667041663174,0.000262666013095641,0,0.000115651851933192,0.374373651540189,1,-118.2115772,34.04864892,111.6,9034,45,2,310.384834446765,0.22680412371134,0.309278350515464,0.329896907216495,0.134020618556701,0.51825842167089
"12A69",16188.8316737202,49.0082711754721,36.5194345625296,56.862574332967,16.2224765191868,29.9314217144711,20.7480672072806,0.48495391463706,0.483107560150194,0.000139788480851134,79.2001437162246,12.8986878322008,66.7046861504296,1004.77881014891,15.1695764340658,4.17447908081027,49.4690455163509,37.1121323369948,32083.1081143348,5.61151860870673,9.28354228347695,19.5822661244976,67.3612952490656,0,0,0,0,0,0.405461758471554,6.74557615374818e-05,0,0,3.80918364588608e-05,1,-118.19374129,34.05444218,10.8235294117647,6631,17,2,16.4781495248922,0.222222222222222,0.305555555555556,0.416666666666667,0.0555555555555556,0.410653476049905
"12A73",10730.1325740274,39.6938631783047,22.9021221737576,59.7185280730772,18.6587165581277,13.8310102996058,79.5921431490653,1.14342166015501,1.10369949069993,0.249063277168232,19.7055056774739,2.06115638351024,55.1909165913322,1878.56116505858,10.8915878290467,2.8422111440314,16.4507860931516,18.3091797162801,50057.5996886023,1.55222346575891,8.78671178730291,75.5809332003687,16.2108085506607,0,0,0,0,0.000104088780473946,0.00959768577627135,2.32926684272561e-05,0.000763402087843405,0,0.493701991827283,1,-118.21760444,34.03899343,133.454545454545,5320,11,4,400.997596909598,0.227272727272727,0.272727272727273,0.363636363636364,0.136363636363636,0.496825175571814
"13A13",12817.2886037576,52.2761336832218,29.7919198861867,64.8620689502263,14.236867875847,44.9554701799537,4.95036839147995,0.653941611336362,2.70621201623728,0.0423834070950214,89.530714036817,24.6567816288665,51.439776671335,1013.24480421586,17.5395274739541,4.10980873550271,61.3247140930127,37.8081847882147,30904.688807701,7.48923532174298,5.50063606447833,9.28367338842198,76.2455305603976,3.50990745804912e-06,3.50990745804912e-06,0.00151826325762716,0,0,0.295220541526965,0.0204270181613355,0.0414845450023163,0,0.0709286727755669,1,-118.17281023,34.0813073,190.125,7925,24,3.5,416.960775185722,0.224489795918367,0.285714285714286,0.346938775510204,0.142857142857143,0.62017796787923
"13A27",21611.9730411231,50.3865284681915,35.7510637561843,58.3301436283124,15.338846717705,39.862114082413,9.65709810228782,2.57716595851206,0.849727179188719,0.11614311577873,89.2966482776859,13.4034285758804,61.1843163768032,947.360395563943,15.323714902666,4.75878370499002,63.6585482726244,34.9847502887419,34809.73683661,8.48382120152565,5.11017322870076,11.711364247739,78.8562249254854,0,0,0,0,0,0.0464005640715534,2.70273516210774e-05,0,0,2.00873183048883e-06,1,-118.20761595,34.02223863,197.941176470588,6319,17,3,476.343687712485,0.151515151515152,0.333333333333333,0.363636363636364,0.151515151515152,0.293170826557293
"13A41",18442.0975419945,50.9102199772232,33.5692510068021,60.5482903599952,13.075418572945,37.5289469212887,10.1815412594869,1.74147013345823,1.32085934826706,0.137838997158499,86.1426493826594,25.8627395039996,67.7027520902427,868.566957299866,16.1047179179187,4.41340045444278,56.9764860690224,48.1590172941818,29598.6741857951,4.36014265995169,6.19926522699932,15.6351630612339,72.8611787202305,0.0650460697783071,0.0650460697783071,0.00103706510398403,0.00276243729635929,0.0355516493427426,0.315408838525884,0.0102623285649882,0.0693312366577586,0.00111749124085424,0.0378687769602449,1,-118.27006375,34.06202361,217.631578947368,6756,19,2,612.830247524306,0.219512195121951,0.317073170731707,0.341463414634146,0.121951219512195,0.367366021385184
"13A43",19363.1815742871,48.7957171585916,36.4830700111087,59.4721072975583,12.4209051050646,39.1452740041716,4.53286906267521,1.59522272049986,0.345673397787336,0.617352344945692,94.0835164576217,21.2074689432227,60.8476118457274,1108.888041931,17.36126687776,4.70068211112733,65.3390514021154,38.8801700074528,31953.9255646175,10.001420792083,6.14648234767687,8.16700497947246,79.3674407819863,1.47635733051778e-05,1.47635733051778e-05,0,0,0,0.000435161457688113,0,0,0,0,1,-118.37203043,34.06943068,112.818181818182,5998,11,0,369.539664496741,0.275862068965517,0.344827586206897,0.344827586206897,0.0344827586206897,0.310331232341462
