"ADDR_PCT_CD","CMPLNT_NUM","BORO_NM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","CRM_ATPT_CPTD_CD","HADEVELOPT","JURIS_DESC","KY_CD","LAW_CAT_CD","LOC_OF_OCCUR_DESC","OFNS_DESC","PARKS_NM","PD_CD","PD_DESC","PREM_TYP_DESC","RPT_DT","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lat_Lon","RPT_DELAY","COUNT","RPT_DELAY_1DAY","RPT_DELAY_1WEEK","RPT_DELAY_1MONTH","RPT_DELAY_MONTHS","RPT_DAY","CMPLNT_DAY","RPT_MONTH","CMPLNT_MONTH","x","y","R_MeanDiff","NR_CrimeCount","R_CrimeCount","R_MedianDiff","R_SDDiff","R_1DAY","R_1WEEK","R_1MONTH","R_MONTHS","lat","lon","lon.1","lat.1","optional"
"1",953635416,"MANHATTAN",2016-01-25,"22:30:00","01/25/2016","23:30:00","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","RESIDENCE - APT. HOUSE",2016-01-28,NA,NA,NA,NA,"",3,1,0,1,0,0,"Thursday","Monday","January","January",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",503069415,"MANHATTAN",2016-01-09,"00:30:00","01/09/2016","00:45:00","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","RESIDENCE - APT. HOUSE",2016-01-12,NA,NA,NA,NA,"",3,1,0,1,0,0,"Tuesday","Saturday","January","January",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",779953738,"MANHATTAN",2001-07-10,"22:00:00","","","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","HOTEL/MOTEL",2017-12-21,NA,NA,NA,NA,"",6008,1,0,0,0,1,"Thursday","Tuesday","December","July",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",672747781,"MANHATTAN",1988-08-05,"20:00:00","","","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","RESIDENCE - APT. HOUSE",2017-12-15,NA,NA,NA,NA,"",10724,1,0,0,0,1,"Friday","Friday","December","August",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",108433266,"MANHATTAN",2010-12-23,"00:01:00","12/23/2010","23:59:00","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","RESIDENCE - APT. HOUSE",2017-10-25,NA,NA,NA,NA,"",2498,1,0,0,0,1,"Wednesday","Thursday","October","December",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",714113682,"MANHATTAN",2016-10-29,"11:00:00","","","ATTEMPTED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",159,"RAPE 1,ATTEMPT","RESIDENCE - APT. HOUSE",2017-09-20,NA,NA,NA,NA,"",326,1,0,0,0,1,"Wednesday","Saturday","September","October",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",394025091,"MANHATTAN",2017-08-19,"16:00:00","08/19/2017","20:00:00","ATTEMPTED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",159,"RAPE 1,ATTEMPT","RESIDENCE - APT. HOUSE",2017-08-23,NA,NA,NA,NA,"",4,1,0,1,0,0,"Wednesday","Saturday","August","August",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",961243741,"MANHATTAN",2017-07-21,"01:00:00","07/21/2017","06:30:00","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","RESIDENCE - APT. HOUSE",2017-07-25,NA,NA,NA,NA,"",4,1,0,1,0,0,"Tuesday","Friday","July","July",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",353118413,"MANHATTAN",2017-07-09,"05:00:00","07/09/2017","08:30:00","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","HOTEL/MOTEL",2017-07-09,NA,NA,NA,NA,"",0,1,1,0,0,0,"Sunday","Sunday","July","July",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",353246446,"MANHATTAN",2017-06-30,"23:15:00","07/01/2017","06:22:00","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",153,"RAPE 3","HOTEL/MOTEL",2017-07-01,NA,NA,NA,NA,"",1,1,1,0,0,0,"Saturday","Friday","July","June",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",476189996,"MANHATTAN",2017-05-18,"23:15:00","05/18/2017","23:30:00","ATTEMPTED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",159,"RAPE 1,ATTEMPT","RESIDENCE - APT. HOUSE",2017-05-19,NA,NA,NA,NA,"",1,1,1,0,0,0,"Friday","Thursday","May","May",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",160323563,"MANHATTAN",2017-04-03,"21:00:00","04/14/2017","07:30:00","ATTEMPTED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",159,"RAPE 1,ATTEMPT","RESIDENCE - APT. HOUSE",2017-04-26,NA,NA,NA,NA,"",23,1,0,0,1,0,"Wednesday","Monday","April","April",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",967494079,"MANHATTAN",2017-04-21,"01:00:00","04/21/2017","01:30:00","ATTEMPTED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",153,"RAPE 3","RESIDENCE - APT. HOUSE",2017-04-21,NA,NA,NA,NA,"",0,1,1,0,0,0,"Friday","Friday","April","April",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",988809151,"MANHATTAN",2017-03-14,"23:30:00","03/15/2017","08:00:00","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","RESIDENCE - APT. HOUSE",2017-03-16,NA,NA,NA,NA,"",2,1,0,1,0,0,"Thursday","Tuesday","March","March",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",454899457,"MANHATTAN",2017-01-28,"02:00:00","","","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","RESIDENCE - APT. HOUSE",2017-02-01,NA,NA,NA,NA,"",4,1,0,1,0,0,"Wednesday","Saturday","February","January",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"1",597920059,"MANHATTAN",2016-12-19,"00:30:00","","","COMPLETED","","N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","HOTEL/MOTEL",2017-01-10,NA,NA,NA,NA,"",22,1,0,0,1,0,"Tuesday","Monday","January","December",-74.01205358,40.70974422,443.673913043478,35953,46,2,1817.39022965898,0.456521739130435,0.282608695652174,0.108695652173913,0.152173913043478,-74.01205358,40.70974422,40.70974422,-74.01205358,TRUE
"10",485174785,"MANHATTAN",2010-05-01,"00:01:00","05/13/2010","23:59:00","COMPLETED","","N.Y. HOUSING POLICE",104,"FELONY","INSIDE","RAPE","",157,"RAPE 1","RESIDENCE - PUBLIC HOUSING",2015-11-25,NA,NA,NA,NA,"",2034,1,0,0,0,1,"Wednesday","Saturday","November","May",-73.99714595,40.71641499,171.454545454545,23903,55,1,622.51249632502,0.563636363636364,0.181818181818182,0.109090909090909,0.145454545454545,-73.99714595,40.71641499,40.71641499,-73.99714595,TRUE
