basiccar,pop.total,pop.male,pop.u20,pop.20.64,pop.married,pop.white,pop.black,pop.native,pop.asian,pop.pacific,pop.latino,occupants.1.5,rent.35.income,occ.units,pop.single.hh,hh.size,no.school,poverty,med.income,pop.no.insur,pop.unempl,city,x,y,R_MeanDiff,NR_CrimeCount,R_CrimeCount,R_MedianDiff,R_SDDiff,R_1DAY,R_1WEEK,R_1MONTH,R_MONTHS,crime.cap
16A59,26319.83026,48.63029911,20.31729458,65.33728339,0.255275183,76.31976869,2.838228852,1.138569654,8.609191636,0.428652436,28.26111386,2.208938716,54.18021852,1644.157007,0.136516048,2.568803368,16.75614751,13.75420273,58274.90749,3.854054826,5.870308682,1,-118.2542736,33.79458908,176.6,4878,20,3,393.5585825,0.175,0.325,0.375,0.125,0.186095425
16A77,23021.65076,48.0669141,24.9495776,61.27327635,0.233435609,78.68160294,2.462050458,0.722825295,10.09733047,0.210084215,53.2882859,5.547424873,57.02737363,1034.809058,0.155045442,3.476678349,26.89358929,18.77629041,56159.71531,4.604860889,6.540545129,1,-118.2471077,33.77779965,32.9047619,6684,21,1,80.95919019,0.26,0.32,0.34,0.08,0.291247577
16A81,36967.77715,49.05765815,25.45941064,64.43104642,0.21310952,70.40471703,2.998295518,1.292446767,7.445324234,0.398231422,73.04297454,5.586966178,57.59121112,924.8755063,0.163286438,3.943079714,37.45604049,18.98569361,49053.57783,8.811796983,5.476252591,1,-118.2723957,33.76645715,157.7666667,9831,30,5.5,285.5647379,0.206896552,0.275862069,0.327586207,0.189655172,0.266745819
17A23,44278.87219,48.7673176,21.04407989,61.18768263,0.300631793,60.74878568,4.838610037,1.008012326,29.46978874,0.473717197,18.97629765,1.127239638,50.40646876,1690.286183,0.119738939,2.832917413,7.928690654,7.297938105,92369.2442,5.650058739,3.990731321,1,-118.2624182,33.7321871,379.6666667,9501,21,3,508.8970754,0.175,0.3,0.3,0.225,0.215046128
17A35,50732.71601,49.72386927,23.69758488,58.12441883,0.31070774,65.9061385,4.546353171,0.922182876,24.32922829,0.638857953,19.72200492,0.616652162,46.03620961,1268.183151,0.095552525,3.247221356,7.023493737,5.923576314,101764.2234,3.722440961,4.195985748,1,-118.3021692,33.72095133,274.9705882,10372,34,18,568.0519868,0.166666667,0.266666667,0.3,0.266666667,0.205114191
17A49,42949.43726,49.46929763,22.05443803,63.16391204,0.26039373,61.57928054,7.194965153,1.177425688,17.0555492,0.441707003,37.5856441,1.872026232,48.83459286,1820.743126,0.134188105,3.079114609,13.24021595,10.85941005,72631.68917,3.488830511,4.663615628,1,-118.4714157,34.31043465,264.7894737,9782,19,4,541.7061092,0.171428571,0.285714286,0.371428571,0.171428571,0.228198566
17A67,34243.11904,50.45146338,24.68683531,64.78060564,0.193880681,52.98154439,10.54295644,1.310747448,18.17037412,0.395672294,39.17721162,7.559335806,59.1088615,1593.918988,0.17518255,2.86334877,12.56922943,26.74776934,48591.12316,4.51885107,5.377748454,1,-118.4447416,34.23397147,91.13636364,8708,44,1,250.6316292,0.252525253,0.303030303,0.323232323,0.121212121,0.255584195
17A81,25301.74208,48.35533098,23.56068527,62.91753728,0.232808924,57.24164935,4.735975339,0.748168852,17.38578708,0.553976641,44.0542919,4.273245437,45.53822235,1767.768226,0.153490342,2.989039388,17.47516139,12.43612513,68057.51048,7.349953362,4.935295304,1,-118.4525118,34.22779321,77.96774194,11298,31,3,206.5220705,0.174603175,0.333333333,0.380952381,0.111111111,0.44775573
17A95,25762.48085,48.83712179,22.94323577,61.97938802,0.26498627,63.45156477,6.01990574,0.74206084,16.77791818,0.134661041,36.66431873,2.726547731,56.05329413,1417.597126,0.134135199,3.028420003,11.61045612,9.674388513,88508.16393,8.263741575,5.003519202,1,-118.4984635,34.18787491,87,7905,17,4,215.3926647,0.176470588,0.323529412,0.352941176,0.147058824,0.307501442
18A1,11677.60092,48.22510146,35.04587984,58.60164628,0.152208465,29.17610239,25.56132843,0.764712528,0.569764617,0.004591575,72.85364883,9.570471535,67.32656515,1440.288377,0.151674131,4.018018677,43.91469828,32.42460734,26914.34864,6.751060285,7.726350315,1,-118.5390751,34.19070134,182.9666667,7229,30,1,529.4528394,0.257142857,0.314285714,0.342857143,0.085714286,0.621617407
18A17,14518.67204,46.06312978,36.94457688,55.82983885,0.140415376,31.85001781,31.48018576,1.35727163,0.464007658,0.001358548,69.68130976,8.946177866,68.20712551,1381.319729,0.159638465,4.177894659,44.00204619,40.03187328,31023.24505,7.75804085,6.440879493,1,-118.5403244,34.21090184,149.5652174,6628,46,2.5,375.6650194,0.208333333,0.3125,0.364583333,0.114583333,0.459683915
18A26,14625.03258,46.30572106,41.93678732,52.51645851,0.120556577,36.10143814,19.92295169,0.270836664,1.152540626,0.222151516,78.29170109,6.945226156,59.23079539,1258.73927,0.126600366,3.612588404,46.85523474,45.65704984,27983.80898,9.002967575,8.460730716,1,-118.4859732,34.2057342,298.5882353,6095,17,35,585.5722691,0.153846154,0.192307692,0.307692308,0.346153846,0.417913599
18A3,14747.40068,46.31943075,35.6944289,57.5886284,0.15652687,29.30741575,25.58750355,0.189923567,0.186731642,1.39E-06,74.05928492,11.46311018,66.6681821,1195.763918,0.140359086,4.402512518,51.5343844,32.84664844,34544.48445,8.678960049,10.84574068,1,-118.5446345,34.15436033,298.2352941,7464,17,6,608.4109969,0.161290323,0.290322581,0.290322581,0.258064516,0.507275835
18A34,16631.67127,49.0444324,33.75423095,59.37825532,0.140959158,38.41755356,29.64981016,1.080474616,0.677297768,0.057882368,67.88613945,5.963848086,62.98562694,1392.666989,0.158436931,4.031339512,40.57074788,30.29604365,35980.8976,6.897518764,7.64704132,1,-118.4990988,34.14959291,349.2903226,7583,31,4,740.5278385,0.209677419,0.290322581,0.322580645,0.177419355,0.457801256
18A35,15083.2763,48.05861356,42.267885,53.12499657,0.104486032,40.21072723,32.46995155,0.200906536,0.734547729,0.71113475,67.96815789,6.423415894,59.73675612,1196.820641,0.118552126,4.316966745,49.6366735,49.09659014,26982.13624,5.389443189,12.38599796,1,-118.2854236,34.12880931,252.8965517,7286,29,24,409.390605,0.176470588,0.254901961,0.294117647,0.274509804,0.48497421
